japanese,pronounce,english
合わせる,あわせる,"① to match (rhythm, speed, etc.) ② to join together, to unite, to combine, to add up ③ to face, to be opposite (someone) ④ to compare, to check with ⑤ to cause to meet (e.g. an unpleasant fate) ⑥ to place together, to connect, to overlap ⑦ to mix, to combine ⑧ to put blade to blade, to fight"
合計,ごうけい,"sum total, total amount"
合図,あいず,"sign, signal"
国王,こくおう,king
黒板,こくばん,blackboard
今回,こんかい,"now, this time, lately"
根,ね,"① root (of a plant) ② root (of a tooth, hair, etc.), center (of a pimple, etc.) ③ root root (of all evil, etc.), source, origin, cause, basis ④ one's true nature ⑤ (fishing) reef"
混ぜる,まぜる,"to mix, to stir, to blend"
才能,さいのう,"talent, ability"
作物,さくもつ,"produce (e.g. agricultural), crops"
参加,さんか,participation
残り,のこり,"remnant, residue, remaining, left-over"
思想,しそう,"thought, idea, ideology"
指す,さす,"① to point ② to nominate, to select someone, to specify some person ③ to identify, to indicate, to point out"
指導,しどう,"① leadership, guidance, coaching ② shido (disciplinary action for a minor infringement of the rules of judo)"
試し,ためし,"trial, test"
試す,ためす,"to attempt, to test, to try out"
事実,じじつ,"fact, truth, reality"
事情,じじょう,"circumstances, consideration, conditions, situation, reasons"
時期,じき,"time, season, period"
自身,じしん,"by oneself, personally"
自然,しぜん,"① nature, spontaneity ② naturally, spontaneously"
式,しき,"① equation, formula, expression ② ceremony ③ style"
実,み,"① fruit, nut ② seed ③ (in broth) pieces of meat, vegetable, etc. ④ content, substance"
実は,じつは,"as a matter of fact, by the way, to tell you the truth, to be honest, frankly"
実験,じっけん,experiment
実行,じっこう,"practice, practise, performance, execution (e.g. program) (programme), realization, realisation, implementation"
取り出す,とりだす,"① to take out, to produce, to pick out ② to fetch, to retrieve"
取り消す,とりけす,"to cancel, to revoke"
取り上げる,とりあげる,"① to take up, to pick up ② to accept, to adopt, to listen to ③ to disqualify, to confiscate, to deprive ④ to adopt (child)"
取れる,とれる,"① to come off, to be removed ② (of pain, a fever, etc.) to disappear ③ to be caught, to be harvested ④ to be interpreted (as), to be taken as ⑤ (of balance, etc.) to be attained ⑥ to be obtainable"
守る,まもる,"① to protect, to guard, to defend ② to keep (i.e. a promise), to abide (by the rules), to observe, to obey, to follow"
手術,しゅじゅつ,surgical operation
手伝い,てつだい,"① helper, assistant ② help"
首相,しゅしょう,"Prime Minister, Chancellor (Germany, Austria, etc.), Premier"
首都,しゅと,"capital city, metropolis"
受け取る,うけとる,"① to receive, to get, to accept ② to take, to interpret, to understand"
州,しゅう,"① state, province, county (UK), department (of ancient China) ② continent"
終える,おえる,to finish
集会,しゅうかい,"meeting, assembly"
集中,しゅうちゅう,"concentration, convergence, centralization, integration, gathering together"
宿,やど,"inn, lodging"
出身,しゅっしん,"① person's origin (town, city, country, etc.) ② institution from which one graduated ③ director in charge of employee relations"
書物,しょもつ,books
書類,しょるい,"documents, official papers"
助かる,たすかる,"to be saved, to be rescued, to survive, to be helpful"
助ける,たすける,"to help, to save, to rescue, to give relief to, to spare (life), to reinforce, to promote, to abet"
助手,じょしゅ,"helper, helpmeet, assistant, tutor"
女王,じょおう,queen
勝負,しょうぶ,"victory or defeat, match, contest, game, bout"
商売,しょうばい,"trade, business, commerce, transaction, occupation"
商品,しょうひん,"commodity, article of commerce, goods, stock, merchandise"
小麦,こむぎ,wheat
消費,しょうひ,"consumption, expenditure"
場面,ばめん,"scene, setting (e.g. of novel)"
常に,つねに,"always, constantly"
植物,しょくぶつ,"plant, vegetation"
食物,しょくもつ,"food, foodstuff"
新た,あらた,"① new, fresh, novel ② newly, freshly, re-"
身,み,"① body ② oneself ③ one's place, one's position ④ main part, meat (as opposed to bone, skin, etc.), wood (as opposed to bark), blade (as opposed to its handle), container(as opposed to its lid)"
身長,しんちょう,"height (of body), stature"
身分,みぶん,"social position, social status"
進める,すすめる,"to advance, to promote, to hasten"
進学,しんがく,"entering a higher-level school, esp. going on to university"
進歩,しんぽ,"progress, development"
人物,じんぶつ,"character, personality, person, man, personage, talented man"
人類,じんるい,"mankind, humanity"
数える,かぞえる,"to count, to enumerate"
数字,すうじ,"numeral, figure, digit, numeric character"
正確,せいかく,"accurate, punctual, exact, authentic, veracious"
正式,せいしき,"due form, official, formality"
正直,しょうじき,"① honesty, integrity, frankness ② honestly, frankly"
生き物,いきもの,"living thing, animal"
生物,せいぶつ,"living things, creature"
生命,せいめい,"life, existence"
実に,じつに,"indeed, really, absolutely, truly, actually, very, quite"
石炭,せきたん,coal
石油,せきゆ,"oil, petroleum, kerosene"
選手,せんしゅ,"player (in game), team member"
前進,ぜんしん,"advance, drive, progress"
全,ぜん,"all, whole, entire, complete, overall, pan-"
全く,まったく,"① really, truly, entirely, completely, wholly, perfectly ② indeed ③ good grief (expression of exasperation)"
全員,ぜんいん,"all members (unanimity), all hands, the whole crew, everyone, everybody"
全身,ぜんしん,"① whole (body), full-length (e.g. portrait) ② systemic"
全体,ぜんたい,"whole, entirety, whatever (is the matter)"
全力,ぜんりょく,"all one's power, whole energy"
組み立てる,くみたてる,"to assemble, to set up, to construct"
組む,くむ,"① to cross (legs or arms), to link (arms) ② to put together, to construct, to assemble, to produce (e.g. TV program) ③ to braid, to plait ④ to grapple, to wrestle ⑤ to unite, to link up, to form an alliance ⑥ to set (e.g. type) ⑦ to issue (e.g. money order)"
組合,くみあい,"association, union"
相手,あいて,"① companion, partner, company ② other party, addressee ③ opponent (sports, etc.)"
相当,そうとう,"① befitting, becoming, worthy of, proportionate, in keeping with, suitable ② considerable, substantial ③ to be worthy of, to be proportionate to ④ to correspond to (in meaning, function, etc.), to be equivalent ⑤ extremely, considerably"
息,いき,"① breath, breathing ② tone, mood"
速度,そくど,"speed, velocity, rate"
太陽,たいよう,"sun, solar"
身体,しんたい,① body ② health
体温,たいおん,"temperature, body temperature (human, animal)"
対,たい,"① opposite, opposition ② versus, vs ③ to (i.e. ""we won the game five to three"") ④ equal footing, equal terms ⑤ against ..., anti-, toward ..., to ..."
代表,だいひょう,"representative, representation, delegation, type, example, model"
単なる,たんなる,"mere, simple, sheer"
単に,たんに,"simply, merely, only, solely"
単語,たんご,"word, vocabulary, (usually) single-character word"
断る,ことわる,"① to refuse, to reject, to dismiss, to turn down, to decline ② to inform, to give notice, to tell in advance ③ to ask leave, to excuse oneself (from)"
知能,ちのう,"intelligence, brains"
地球,ちきゅう,"the earth, the globe"
地区,ちく,"district, section, sector"
地点,ちてん,"site, point on a map, spot"
地面,じめん,"ground, earth's surface"
中央,ちゅうおう,"centre, central, center, middle"
調子,ちょうし,"① tune, tone, key, pitch, time, rhythm ② vein, mood, way, manner, style, knack ③ condition, state of health ④ impetus, spur of the moment, strain ⑤ trend"
長期,ちょうき,long time period
長所,ちょうしょ,"strong point, merit, virtue, advantage"
直ちに,ただちに,"at once, immediately, directly, in person"
追う,おう,"① to chase, to run after, to pursue ② to follow (i.e. a set order, a trend) ③ to drive out, to oust, to expel ④ to drive (i.e. a herd) ⑤ (in passive voice) to be pressed (for time, etc.)"
通じる,つうじる,"to run to, to lead to, to communicate, to understand, to be well-informed"
通す,とおす,"to let pass, to overlook, to continue, to keep, to make way for, to persist in"
通学,つうがく,"commuting to school, school commute"
通知,つうち,"notice, notification, report, posting"
低下,ていか,"fall, decline, lowering, deterioration, degradation"
的,てき,"-like, typical"
鉄,てつ,iron
鉄道,てつどう,railroad
伝わる,つたわる,"to be handed down, to be introduced, to be transmitted, to be circulated, to go along, to walk along"
電池,でんち,battery
登山,とざん,mountain climbing
都会,とかい,city
都市,とし,"town, city, municipal, urban"
土曜,どよう,Saturday
当たり前,あたりまえ,"① natural, reasonable, obvious ② usual, common, ordinary"
当たる,あたる,"① to be hit, to strike ② to touch, to be in contact, to be affixed ③ to be equivalent to, to be applicable, to apply to ④ to be right on the money (of a prediction, criticism, etc.) ⑤ to be selected (in a lottery, etc.), to win ⑥ to be successful, to go well, to be a hit ⑦ to face, to confront ⑧ to lie (in the direction of) ⑨ to undertake, to be assigned ⑩ to be stricken (by food poisoning, heat, etc.), to be afflicted ⑪ to be called upon (by the teacher) ⑫ to treat (esp. harshly), to lash out at ⑬ to be unnecessary ⑭ (in baseball) to be hitting well, to be on a hitting streak ⑮ (in fishing) to feel a bite ⑯ (of fruit, etc.) to be bruised, to spoil ⑰ to feel (something) out, to probe into, to check (i.e. by comparison) ⑱ to shave"
当てる,あてる,"① to hit ② to expose ③ to apply (e.g. patch) ④ to allot, to call on someone (e.g. in class) ⑤ to guess (an answer) ⑥ to make a hit (e.g. in a lottery)"
当てはまる,あてはまる,"to apply (a rule), to be applicable, to come under (a category), to fulfill"
